Season,Pitcher,Home,Opp,IP,H,BB,SO,ERA,FIP,GB,FB,LD,PU,WPA
2024,kikucyu,0.0,PIT,5.1,9,1,4,3.66,3.02,6,14,8,1,-0.260
2024,kikucyu,0.0,BAL,6.0,4,1,6,3.48,3.08,8,7,2,0,0.221
2024,kikucyu,1.0,MIL,5.0,3,4,5,3.26,3.11,8,5,2,0,0.293
2024,kikucyu,0.0,BOS,4.0,7,0,7,3.65,3.58,1,10,3,0,-0.321
2024,kikucyu,1.0,CLE,2.0,8,1,3,4.00,3.54,4,7,5,0,-0.309
2024,kikucyu,0.0,NYY,5.0,4,1,7,4.18,3.54,6,6,3,0,-0.303
2024,kikucyu,0.0,HOU,5.2,5,2,5,4.12,3.61,5,12,3,0,0.010
2024,kikucyu,1.0,SFG,7.1,6,0,13,4.00,3.58,4,10,4,1,0.151
2024,kikucyu,1.0,ARI,4.2,6,3,6,4.42,3.68,5,9,3,0,-0.124
2024,kikucyu,0.0,DET,5.0,5,2,8,4.54,3.60,6,6,2,1,-0.044
2024,kikucyu,0.0,TEX,4.2,8,2,5,4.75,3.66,6,11,4,1,-0.364
2024,kikucyu,0.0,TBR,5.2,3,3,11,4.67,3.64,3,5,3,0,0.028
2024,kikucyu,1.0,TEX,5.1,4,3,8,4.62,3.66,5,7,3,0,0.243
2024,kikucyu,1.0,TBR,5.2,3,0,5,4.49,3.57,7,9,3,1,0.204
2024,kikucyu,0.0,BOS,5.2,6,1,7,4.37,3.56,8,9,7,0,0.058
2024,kikucyu,1.0,BAL,5.2,2,3,4,4.39,3.65,5,10,2,0,-0.097
2024,kikucyu,0.0,KCR,7.0,5,0,12,4.24,3.46,10,4,3,0,0.351
2024,kikucyu,0.0,ARI,6.0,7,0,6,4.31,3.54,9,11,2,1,-0.141
2024,kikucyu,1.0,LAA,7.0,3,2,6,4.29,3.57,8,10,4,2,0.207
2024,kikucyu,0.0,LAA,6.0,5,1,9,4.19,3.54,5,9,2,2,0.221
2024,kikucyu,0.0,SEA,6.0,4,1,8,4.05,3.46,8,7,1,1,-0.001
2024,grayso,0.0,PHI,5.0,5,0,5,0.00,1.17,7,6,1,1,0.284
2024,grayso,1.0,OAK,6.0,4,0,6,0.00,1.17,6,9,3,1,0.348
2024,grayso,0.0,MIL,6.1,5,1,12,1.04,0.69,6,6,4,0,0.038
2024,grayso,1.0,NYM,6.0,4,3,9,1.16,1.49,3,10,5,2,0.028
2024,grayso,0.0,CHW,7.0,3,1,6,0.89,1.58,11,7,4,0,0.362
2024,grayso,1.0,MIL,5.0,7,1,6,2.29,2.74,4,12,7,0,-0.298
2024,grayso,1.0,LAA,6.0,8,2,9,3.05,2.83,5,11,7,0,-0.150
2024,grayso,0.0,BAL,5.2,3,2,6,2.87,3.02,9,6,0,2,0.076
2024,grayso,0.0,CHC,5.0,1,2,8,2.60,2.84,5,3,0,1,0.271
2024,grayso,1.0,PHI,5.0,5,3,10,3.00,2.67,4,6,4,0,-0.215
2024,grayso,0.0,COL,4.2,2,4,5,3.21,2.74,8,3,0,0,-0.110
2024,grayso,0.0,PIT,7.0,4,1,9,3.01,2.57,8,8,3,1,0.287
2024,grayso,1.0,MIA,7.2,5,2,4,2.95,2.60,11,10,5,0,0.326
2024,grayso,0.0,SFG,7.0,1,0,8,2.81,2.61,6,8,1,0,0.228
2024,grayso,0.0,CIN,4.1,7,1,6,2.98,2.57,6,9,5,1,-0.210
2024,grayso,1.0,WSN,5.0,8,1,6,3.30,2.65,7,8,6,0,-0.244
2024,grayso,0.0,CHC,7.0,9,0,6,3.34,2.56,9,14,8,1,-0.013
2024,grayso,1.0,ATL,7.0,8,0,10,3.54,2.90,8,10,3,1,-0.055
2024,grayso,0.0,WSN,5.0,7,3,7,3.79,2.87,7,7,6,0,-0.232
2024,grayso,1.0,CHC,7.0,5,1,9,3.72,2.87,7,9,5,1,0.124
2024,grayso,0.0,TBR,7.0,4,1,6,3.65,2.92,9,11,4,3,0.194
2024,grayso,1.0,CIN,5.0,5,2,9,3.93,3.14,4,7,3,0,-0.287
2024,grayso,0.0,LAD,5.0,7,3,6,3.91,3.21,6,9,5,2,0.000
2024,grayso,1.0,MIN,6.0,7,2,7,4.07,3.34,7,10,4,1,-0.226
2024,grayso,0.0,SDP,6.0,3,0,4,3.96,3.36,7,10,5,0,0.247
2024,grayso,1.0,MIL,7.0,4,1,7,3.84,3.28,8,10,4,1,0.331
2024,grayso,0.0,CIN,6.0,2,2,9,3.75,3.20,6,5,3,0,0.201
2024,grayso,0.0,PIT,5.2,9,0,8,3.84,3.12,4,13,7,1,0.128
2024,skubata,1.0,CHW,6.0,3,0,6,0.00,1.17,6,9,4,2,0.381
2024,skubata,0.0,OAK,6.1,4,2,9,2.92,3.33,7,7,2,0,0.003
2024,skubata,0.0,MIN,5.0,2,2,5,2.08,3.05,7,5,1,2,0.277
2024,skubata,0.0,TEX,6.1,5,1,6,2.28,2.83,9,10,4,0,-0.180
2024,skubata,1.0,TBR,6.0,3,0,9,1.82,2.29,4,7,4,1,0.230
2024,skubata,0.0,KCR,7.0,4,1,6,1.72,2.21,6,13,5,3,0.271
2024,skubata,1.0,NYY,6.0,6,0,12,1.90,2.09,4,8,4,1,0.011
2024,skubata,0.0,HOU,6.1,7,2,7,2.02,2.06,10,9,2,2,0.103
2024,skubata,1.0,ARI,6.0,1,0,6,1.80,1.97,7,6,1,1,0.174
2024,skubata,1.0,KCR,5.0,6,2,6,2.25,2.18,6,8,4,0,-0.165
2024,skubata,0.0,PIT,7.0,3,1,8,2.01,2.09,8,8,3,0,0.233
2024,skubata,1.0,TEX,6.0,7,2,6,1.97,2.28,9,9,2,1,0.233
2024,skubata,0.0,MIL,6.2,5,2,10,1.92,2.21,9,5,2,1,0.263
2024,skubata,1.0,HOU,6.1,6,1,2,2.20,2.46,12,11,5,2,-0.098
2024,skubata,1.0,ATL,4.0,7,2,7,2.50,2.75,2,10,5,2,-0.234
2024,skubata,0.0,PHI,7.0,3,1,7,2.32,2.70,10,7,4,0,0.336
2024,skubata,1.0,MIN,6.0,4,1,7,2.45,2.75,5,10,4,1,-0.056
2024,skubata,1.0,CIN,7.0,3,0,13,2.37,2.54,8,4,4,0,0.359
2024,skubata,0.0,LAD,6.0,2,1,8,2.41,2.57,8,5,1,0,0.156
2024,skubata,1.0,CLE,7.0,10,1,6,2.34,2.53,12,12,7,3,0.215
2024,skubata,0.0,MIN,7.0,5,2,8,2.35,2.59,8,10,4,0,0.187
2024,skubata,0.0,KCR,6.1,7,2,8,2.57,2.64,6,12,5,2,-0.079
2024,skubata,1.0,SEA,7.0,3,2,9,2.57,2.67,2,13,4,1,0.255
2024,skubata,0.0,SEA,6.0,3,1,9,2.53,2.63,5,6,2,1,0.149
2024,skubata,0.0,NYY,6.0,3,4,5,2.49,2.66,9,5,3,0,0.163
2024,skubata,1.0,CHW,5.0,8,0,8,2.58,2.58,5,9,5,0,-0.024
2024,skubata,0.0,BOS,8.0,4,0,8,2.51,2.59,10,9,3,3,0.468
2024,skubata,1.0,OAK,5.2,9,0,7,2.53,2.53,7,10,3,1,-0.068
2024,skubata,0.0,COL,6.0,4,0,6,2.50,2.55,6,10,4,1,0.227
2024,skubata,1.0,KCR,5.0,3,1,7,2.48,2.53,8,4,1,2,0.148
2024,skubata,0.0,TBR,7.0,2,1,7,2.39,2.49,8,7,3,1,0.411
2024,rouppla,1.0,SDP,1.0,1,0,0,0.00,3.17,1,3,1,1,0.035
2024,rouppla,1.0,SDP,1.0,0,1,1,0.00,3.67,1,1,1,0,0.000
2024,rouppla,1.0,LAD,2.0,1,1,4,0.00,2.17,1,2,2,0,0.045
2024,rouppla,0.0,SDP,1.0,1,0,0,0.00,2.37,0,4,2,1,0.010
2024,rouppla,0.0,WSN,0.2,3,1,1,3.18,4.93,1,3,2,0,-0.169
2024,rouppla,0.0,WSN,1.0,0,0,0,2.70,4.67,2,1,0,0,0.005
2024,rouppla,1.0,TBR,2.0,0,0,0,2.08,4.32,2,4,1,0,0.087
2024,rouppla,0.0,ARI,1.2,4,1,1,4.35,4.23,5,3,3,0,-0.018
2024,rouppla,0.0,NYM,1.1,3,2,1,6.17,4.45,4,2,2,0,-0.094
2024,rouppla,1.0,BOS,2.0,1,2,4,5.27,4.34,1,1,1,0,0.010
2024,rouppla,0.0,LAD,2.2,3,2,3,6.06,4.15,4,4,0,0,0.004
2024,rouppla,0.0,DET,2.0,0,0,2,5.40,3.82,3,1,0,0,0.080
2024,rouppla,0.0,ATL,2.0,2,0,3,4.87,3.46,1,4,3,1,0.100
2024,rouppla,0.0,ATL,1.2,3,0,2,4.91,3.26,2,4,2,1,-0.014
2024,rouppla,1.0,SEA,1.0,0,2,1,4.70,3.43,0,2,0,0,0.028
2024,rouppla,1.0,MIL,0.2,0,2,1,4.56,3.59,1,0,0,0,0.015
2024,rouppla,1.0,MIL,3.0,1,3,4,4.05,3.58,3,2,0,0,0.005
2024,rouppla,0.0,MIA,1.0,0,0,0,3.90,3.56,2,1,0,0,0.016
2024,rouppla,0.0,ARI,4.0,1,2,5,3.41,3.39,5,3,3,0,0.174
2024,rouppla,0.0,MIL,5.0,5,0,3,3.44,3.19,10,6,3,1,0.028
2024,rouppla,0.0,SDP,5.0,2,2,4,3.02,3.14,4,8,4,1,0.273
2024,rouppla,1.0,KCR,5.0,3,3,3,2.70,3.21,7,8,4,3,0.269
2024,rouppla,0.0,STL,3.2,9,2,4,3.58,3.42,8,8,5,1,-0.338
2024,gorema,0.0,PIT,5.1,5,2,6,5.06,3.17,4,11,8,2,-0.003
2024,gorema,0.0,PHI,5.2,5,2,6,4.09,3.80,5,8,4,0,0.084
2024,gorema,1.0,OAK,5.0,4,1,11,2.81,2.42,2,5,3,0,0.291
2024,gorema,0.0,HOU,4.0,7,1,4,3.60,2.32,4,11,5,0,-0.144
2024,gorema,0.0,LAD,6.0,7,2,4,3.12,2.94,6,11,6,0,0.187
2024,gorema,1.0,TEX,5.0,5,1,7,3.19,2.71,7,7,4,0,-0.020
2024,gorema,0.0,TOR,3.0,6,2,4,3.44,3.08,6,6,5,0,-0.421
2024,gorema,1.0,BOS,6.0,6,2,9,3.38,2.79,7,9,5,0,-0.021
2024,gorema,1.0,PHI,6.1,3,3,3,3.30,3.19,7,10,2,2,0.063
2024,gorema,0.0,SEA,7.0,4,1,8,3.04,3.18,6,11,5,0,0.234
2024,gorema,1.0,ATL,5.1,6,0,10,2.91,2.84,6,6,4,0,0.073
2024,gorema,0.0,NYM,4.1,7,4,2,3.57,3.25,3,14,7,1,-0.304
2024,gorema,0.0,ATL,5.0,6,1,7,3.44,3.12,4,9,4,1,0.092
2024,gorema,0.0,MIA,7.0,5,1,10,3.24,2.94,6,10,5,2,0.078
2024,gorema,0.0,ARI,5.0,9,2,7,3.26,2.85,6,12,7,2,-0.235
2024,gorema,1.0,SDP,5.0,5,3,1,3.60,3.14,6,13,3,2,-0.374
2024,gorema,0.0,NYM,5.2,5,1,8,3.47,3.00,3,10,4,1,0.290
2024,gorema,0.0,STL,3.1,6,5,5,3.83,3.06,4,7,4,0,-0.010
2024,gorema,1.0,NYM,4.2,3,3,4,4.01,3.07,3,10,4,2,-0.111
2024,gorema,0.0,CIN,2.0,2,4,2,4.20,3.16,2,4,3,0,-0.219
2024,gorema,1.0,STL,5.0,9,2,3,4.51,3.40,10,10,3,0,-0.393
2024,gorema,1.0,ARI,5.1,8,1,1,4.54,3.40,11,11,5,1,-0.057
2024,gorema,0.0,SFG,5.0,8,2,6,4.66,3.59,8,10,5,0,-0.221
2024,gorema,0.0,LAA,4.0,5,6,2,4.50,3.69,7,7,3,2,-0.263
2024,gorema,1.0,PHI,5.2,9,2,6,4.66,3.62,8,10,8,0,-0.191
2024,gorema,1.0,ATL,6.0,7,0,4,4.51,3.64,5,15,10,2,0.264
2024,gorema,0.0,NYY,6.0,6,1,6,4.45,3.67,12,6,2,0,0.123
2024,gorema,1.0,MIA,6.0,1,1,9,4.32,3.54,6,4,2,1,0.181
2024,gorema,0.0,ATL,3.2,6,3,3,4.34,3.66,6,9,4,0,-0.338
2024,gorema,0.0,MIA,6.0,2,2,5,4.17,3.62,7,8,3,0,0.210
2024,gorema,1.0,CHC,7.0,1,3,9,4.04,3.64,7,4,0,1,0.325
2024,gorema,0.0,PHI,6.0,3,1,9,3.90,3.53,4,7,3,3,0.351
2024,lopezpa,1.0,KCR,7.0,4,0,7,1.29,3.02,8,9,2,1,0.393
2024,lopezpa,0.0,CLE,5.2,6,1,2,2.84,3.01,8,13,6,1,-0.087
2024,lopezpa,1.0,DET,4.0,6,3,7,4.86,3.53,6,5,3,0,-0.188
2024,lopezpa,1.0,BAL,6.0,2,0,7,3.97,3.39,4,9,3,1,0.149
2024,lopezpa,0.0,CHW,4.0,4,2,6,4.39,3.62,5,4,1,1,-0.161
2024,lopezpa,1.0,LAA,5.0,4,1,8,4.83,3.96,3,8,2,2,-0.047
2024,lopezpa,0.0,BOS,6.0,5,1,8,4.30,3.48,9,5,1,2,0.262
2024,lopezpa,0.0,SEA,6.1,4,0,10,3.89,3.05,4,9,3,0,0.098
2024,lopezpa,0.0,NYY,6.1,10,0,3,3.93,3.21,7,18,9,1,-0.075
2024,lopezpa,1.0,WSN,5.0,8,1,5,4.72,3.55,6,12,5,0,-0.315
2024,lopezpa,0.0,TEX,4.2,7,1,6,5.25,3.85,8,7,3,1,-0.260
2024,lopezpa,1.0,HOU,7.0,6,1,6,4.84,3.84,11,10,2,1,0.215
2024,lopezpa,1.0,NYY,4.0,4,6,4,5.45,4.17,4,8,3,1,-0.466
2024,lopezpa,0.0,COL,5.0,5,0,5,5.33,4.14,8,7,3,1,0.014
2024,lopezpa,0.0,TBR,4.0,7,1,3,5.63,4.38,5,11,2,0,-0.369
2024,lopezpa,1.0,OAK,8.0,2,1,14,5.11,3.98,3,9,3,2,0.476
2024,lopezpa,1.0,SEA,6.0,4,1,9,4.88,3.91,4,8,7,0,0.186
2024,lopezpa,0.0,HOU,5.0,8,2,6,5.18,3.81,6,10,7,1,-0.320
2024,lopezpa,1.0,CHW,5.0,4,1,5,5.11,3.84,6,9,4,1,-0.022
2024,lopezpa,0.0,MIL,7.0,4,1,7,4.86,3.70,8,9,5,1,0.248
2024,lopezpa,1.0,DET,7.0,6,1,7,4.73,3.71,9,10,4,2,0.049
2024,lopezpa,1.0,NYM,6.0,3,3,7,4.65,3.75,6,7,2,0,-0.012
2024,lopezpa,1.0,CHC,5.0,7,1,2,4.74,3.82,8,11,5,0,-0.185
2024,lopezpa,0.0,KCR,6.0,6,0,5,4.67,3.83,12,7,3,0,-0.014
2024,lopezpa,1.0,TEX,6.0,6,3,3,4.47,3.85,7,12,5,1,0.236
2024,lopezpa,0.0,STL,7.0,4,1,9,4.26,3.73,8,7,5,0,0.260
2024,lopezpa,0.0,TOR,7.2,6,0,3,4.05,3.67,16,8,5,1,0.422
2024,lopezpa,1.0,TBR,6.2,7,1,9,4.05,3.55,11,7,5,1,0.067
2024,lopezpa,0.0,LAA,7.0,8,1,10,3.88,3.51,10,9,4,0,0.044
2024,lopezpa,1.0,CLE,6.1,8,2,4,3.84,3.51,6,15,9,0,-0.110
2024,lopezpa,1.0,BOS,4.0,9,1,3,4.11,3.63,7,11,4,0,-0.329
2024,lopezpa,0.0,BAL,5.2,6,3,8,4.08,3.65,7,9,5,1,-0.011
2024,skenepa,0.0,CHC,4.0,6,2,7,6.75,5.17,5,5,2,0,0.081
2024,skenepa,1.0,CHC,6.0,0,1,11,2.70,2.07,6,1,0,0,0.192
2024,skenepa,0.0,SFG,6.0,6,1,3,2.25,2.29,9,10,5,2,0.162
2024,skenepa,1.0,DET,6.0,3,1,9,2.45,2.44,5,7,4,2,0.130
2024,skenepa,0.0,LAD,5.0,6,1,8,3.00,3.05,6,8,2,1,0.091
2024,skenepa,1.0,STL,6.1,5,0,8,2.43,2.60,8,7,6,1,0.321
2024,skenepa,0.0,CIN,6.0,6,1,7,2.29,2.40,4,12,6,4,0.184
2024,skenepa,0.0,TBR,7.0,6,1,8,2.14,2.52,8,10,3,2,0.324
2024,skenepa,1.0,ATL,6.0,6,2,9,2.06,2.61,9,4,2,1,0.224
2024,skenepa,0.0,NYM,7.0,4,2,8,2.12,2.78,8,8,3,0,0.174
2024,skenepa,1.0,MIL,7.0,0,1,11,1.90,2.58,7,3,1,0,0.469
2024,skenepa,0.0,STL,8.1,4,0,8,1.93,2.60,13,8,2,0,-0.040
2024,skenepa,1.0,HOU,6.0,5,3,6,1.90,2.65,7,8,2,3,0.032
2024,skenepa,0.0,ARI,5.1,5,3,4,1.99,2.69,6,9,1,2,0.106
2024,skenepa,1.0,LAD,6.0,6,1,8,2.25,2.72,7,9,4,0,-0.172
2024,skenepa,0.0,SEA,6.0,3,4,6,2.30,2.91,6,8,2,1,0.099
2024,skenepa,0.0,CIN,6.0,2,1,9,2.16,2.78,7,2,1,1,0.295
2024,skenepa,0.0,CHC,5.0,5,1,6,2.23,2.72,8,6,4,1,-0.098
2024,skenepa,1.0,CHC,5.0,4,4,6,2.13,2.74,4,9,5,0,0.280
2024,skenepa,0.0,MIA,6.0,6,1,9,2.10,2.63,9,5,4,0,0.245
2024,skenepa,1.0,STL,6.0,4,1,7,2.07,2.57,12,2,1,0,0.171
2024,skenepa,1.0,CIN,5.0,2,0,9,1.99,2.48,4,4,2,0,0.305
2024,skenepa,1.0,NYY,2.0,0,0,3,1.96,2.44,2,1,0,1,0.102
2024,eflinza,0.0,TOR,5.2,6,1,5,9.53,9.34,8,10,3,0,-0.307
2024,eflinza,0.0,TEX,6.1,5,1,5,5.25,5.50,7,12,3,3,0.245
2024,eflinza,1.0,LAA,5.0,9,0,5,6.35,4.99,9,10,4,0,-0.215
2024,eflinza,0.0,LAA,6.1,6,0,5,4.63,4.07,7,12,6,1,0.180
2024,eflinza,1.0,NYY,6.0,3,0,6,3.68,3.47,7,8,2,2,0.353
2024,eflinza,1.0,CHW,6.0,9,2,4,4.08,3.73,9,14,7,0,-0.137
2024,eflinza,1.0,MIL,5.2,6,0,6,4.17,3.68,8,9,3,1,-0.066
2024,eflinza,0.0,CHW,7.0,6,0,3,3.75,3.75,9,17,5,3,0.246
2024,eflinza,1.0,BOS,5.0,6,0,2,3.91,3.86,7,11,3,3,0.018
2024,eflinza,1.0,TOR,6.0,9,0,3,4.12,3.69,7,16,9,1,-0.099
2024,eflinza,1.0,MIA,4.0,3,0,3,4.14,3.56,7,5,2,0,0.037
2024,eflinza,0.0,CHC,5.2,7,0,3,4.06,3.63,9,12,4,2,0.129
2024,eflinza,1.0,ATL,5.2,7,1,7,4.12,3.80,9,8,3,0,-0.160
2024,eflinza,1.0,PIT,7.0,5,1,6,4.20,3.79,12,8,2,1,-0.139
2024,eflinza,0.0,WSN,6.0,4,1,6,3.92,3.68,6,10,3,2,0.330
2024,eflinza,1.0,KCR,5.0,7,1,3,4.19,3.76,8,12,7,1,-0.103
2024,eflinza,0.0,NYY,7.0,4,1,6,3.99,3.66,9,10,3,1,0.101
2024,eflinza,1.0,NYY,5.0,7,4,5,4.14,3.65,10,7,4,0,-0.246
2024,eflinza,1.0,TOR,5.2,6,0,4,4.09,3.68,7,11,6,1,0.036
2024,eflinza,0.0,TOR,6.0,10,0,7,4.11,3.64,8,13,5,2,0.095
2024,eflinza,1.0,CLE,6.1,5,1,3,4.05,3.70,11,10,4,3,0.131
2024,eflinza,1.0,TBR,7.0,4,1,7,3.83,3.58,5,13,5,3,0.345
2024,eflinza,0.0,BOS,6.0,5,0,8,3.72,3.54,8,7,1,3,0.191
2024,eflinza,1.0,COL,7.0,4,1,9,3.60,3.42,8,7,5,1,0.263
2024,eflinza,0.0,TBR,5.2,8,1,4,3.65,3.55,8,13,4,3,-0.099
2024,eflinza,1.0,DET,6.2,5,1,3,3.55,3.60,11,10,4,1,0.189
2024,eflinza,0.0,SFG,6.0,6,1,5,3.53,3.62,8,10,6,1,0.083
2024,eflinza,1.0,NYY,4.2,4,5,1,3.59,3.76,5,11,5,1,0.038
2024,leiteja,1.0,DET,3.2,8,3,3,17.18,3.98,4,12,6,0,-0.557
2024,leiteja,1.0,OAK,4.0,7,0,3,12.91,6.17,7,10,4,1,-0.444
2024,leiteja,0.0,CLE,1.2,3,3,1,16.39,8.42,2,5,1,1,-0.380
2024,leiteja,1.0,CHW,4.0,6,2,4,12.83,6.69,7,7,4,0,-0.167
2024,leiteja,0.0,NYY,5.0,7,0,2,11.78,5.51,11,8,1,2,-0.205
2024,leiteja,0.0,LAA,5.0,2,2,6,10.41,5.44,3,8,2,0,-0.062
2024,leiteja,1.0,SEA,4.0,3,2,6,9.55,5.36,2,6,2,0,0.018
2024,leiteja,0.0,SEA,5.0,6,2,5,9.74,5.70,7,11,3,2,-0.418
2024,leiteja,1.0,OAK,3.1,2,3,1,8.83,5.66,4,7,4,2,0.121
2024,greenhu,0.0,WSN,4.2,5,4,7,3.86,2.74,4,7,4,2,-0.035
2024,greenhu,0.0,NYM,6.0,3,1,6,2.53,2.70,6,9,1,3,0.235
2024,greenhu,0.0,MIL,6.0,6,1,9,4.86,3.89,8,7,1,0,-0.335
2024,greenhu,1.0,SEA,4.0,4,3,8,4.35,3.55,3,4,2,0,0.052
2024,greenhu,0.0,PHI,7.0,7,2,6,4.55,3.24,6,15,6,3,-0.124
2024,greenhu,1.0,TEX,7.0,1,1,6,3.63,2.96,7,9,2,1,0.312
2024,greenhu,0.0,BAL,5.2,5,4,5,3.12,3.04,3,13,3,4,0.300
2024,greenhu,0.0,ARI,5.0,4,5,6,3.38,3.41,4,7,3,3,0.029
2024,greenhu,1.0,ARI,7.0,5,1,5,3.27,3.24,10,11,5,2,0.126
2024,greenhu,1.0,LAD,6.1,4,2,8,3.22,3.34,6,9,2,2,0.004
2024,greenhu,0.0,LAD,6.0,5,1,5,3.06,3.21,7,9,3,2,0.276
2024,greenhu,1.0,CHC,6.0,3,5,5,3.44,3.55,4,11,3,2,-0.154
2024,greenhu,0.0,CHC,6.2,5,2,8,3.61,3.76,4,13,3,3,-0.130
2024,greenhu,1.0,MIL,5.0,3,5,5,3.61,3.94,6,8,3,1,0.088
2024,greenhu,1.0,PIT,6.1,2,0,9,3.35,3.75,4,8,4,1,0.323
2024,greenhu,0.0,PIT,4.0,7,2,5,3.79,3.82,2,12,6,1,-0.319
2024,greenhu,1.0,STL,4.2,4,2,6,3.70,3.79,4,8,2,1,0.053
2024,greenhu,0.0,DET,7.0,3,2,7,3.45,3.67,6,9,2,3,0.430
2024,greenhu,0.0,COL,6.0,2,2,10,3.34,3.64,3,6,1,0,0.246
2024,greenhu,1.0,ATL,7.0,2,3,7,3.14,3.59,7,9,3,1,0.320
2024,greenhu,1.0,TBR,7.0,2,1,5,2.97,3.56,7,11,4,2,0.490
2024,greenhu,0.0,SFG,6.0,1,1,11,2.83,3.42,4,4,0,1,0.248
2024,greenhu,1.0,MIA,6.0,6,2,5,2.90,3.42,6,12,5,0,0.027
2024,greenhu,0.0,STL,7.0,4,1,8,2.83,3.41,3,14,4,5,0.347
2024,greenhu,0.0,PIT,3.0,2,1,4,2.83,3.46,1,6,1,1,0.048
2024,greenhu,1.0,CHC,4.0,1,3,3,2.75,3.47,3,7,3,2,0.212
